azuser-eastasia-a0,eastasia,Standard_A0
azuser-southeastasia-a0,southeastasia,Standard_A0
azuser-centralus-a0,centralus,Standard_A0
azuser-eastus-a0,eastus,Standard_A0
azuser-eastus2-a0,eastus2,Standard_A0
azuser-westus-a0,westus,Standard_A0
azuser-northcentralus-a0,northcentralus,Standard_A0
azuser-southcentralus-a0,southcentralus,Standard_A0
azuser-northeurope-a0,northeurope,Standard_A0
azuser-westeurope-a0,westeurope,Standard_A0
azuser-japanwest-a0,japanwest,Standard_A0
azuser-japaneast-a0,japaneast,Standard_A0
azuser-brazilsouth-a0,brazilsouth,Standard_A0
azuser-australiaeast-a0,australiaeast,Standard_A0
azuser-australiasoutheast-a0,australiasoutheast,Standard_A0
azuser-southindia-a0,southindia,Standard_A0
azuser-centralindia-a0,centralindia,Standard_A0
azuser-westindia-a0,westindia,Standard_A0
azuser-canadacentral-a0,canadacentral,Standard_A0
azuser-canadaeast-a0,canadaeast,Standard_A0
azuser-uksouth-a0,uksouth,Standard_A0
azuser-ukwest-a0,ukwest,Standard_A0
azuser-westcentralus-a0,westcentralus,Standard_A0
azuser-westus2-a0,westus2,Standard_A0
azuser-koreacentral-a0,koreacentral,Standard_A0
azuser-koreasouth-a0,koreasouth,Standard_A0
azuser-eastasia-a2,eastasia,Standard_A2
azuser-southeastasia-a2,southeastasia,Standard_A2
azuser-centralus-a2,centralus,Standard_A2
azuser-eastus-a2,eastus,Standard_A2
azuser-eastus2-a2,eastus2,Standard_A2
azuser-westus-a2,westus,Standard_A2
azuser-northcentralus-a2,northcentralus,Standard_A2
azuser-southcentralus-a2,southcentralus,Standard_A2
azuser-northeurope-a2,northeurope,Standard_A2
azuser-westeurope-a2,westeurope,Standard_A2
azuser-japanwest-a2,japanwest,Standard_A2
azuser-japaneast-a2,japaneast,Standard_A2
azuser-brazilsouth-a2,brazilsouth,Standard_A2
azuser-australiaeast-a2,australiaeast,Standard_A2
azuser-australiasoutheast-a2,australiasoutheast,Standard_A2
azuser-southindia-a2,southindia,Standard_A2
azuser-centralindia-a2,centralindia,Standard_A2
azuser-westindia-a2,westindia,Standard_A2
azuser-canadacentral-a2,canadacentral,Standard_A2
azuser-canadaeast-a2,canadaeast,Standard_A2
azuser-uksouth-a2,uksouth,Standard_A2
azuser-ukwest-a2,ukwest,Standard_A2
azuser-westcentralus-a2,westcentralus,Standard_A2
azuser-westus2-a2,westus2,Standard_A2
azuser-koreacentral-a2,koreacentral,Standard_A2
azuser-koreasouth-a2,koreasouth,Standard_A2
